Sequence,Timestamp (Local),g_Glucose_at-Start,Incyte_Biomass,Incyte_Cf_0.0000000,Incyte_Cf_1.0000000,Incyte_Cf_2.0000000,Incyte_Cf_3.0000000,Incyte_Cf_4.0000000,Incyte_Cf_5.0000000,Incyte_Cf_6.0000000,Incyte_Cf_7.0000000,Incyte_Cf_8.0000000,Incyte_Cf_9.0000000,Incyte_Cf_10.0000000,Incyte_Cf_11.0000000,Incyte_Cf_12.0000000,Incyte_Cf_13.0000000,Incyte_Cf_14.0000000,Incyte_Cf_15.0000000,Incyte_Cf_16.0000000,Incyte_Conductivity,Incyte_Permitivity,NIR-Spectrum_1350.0000000,NIR-Spectrum_1351.0000000,NIR-Spectrum_1352.0000000,NIR-Spectrum_1353.0000000,NIR-Spectrum_1354.0000000,NIR-Spectrum_1355.0000000,NIR-Spectrum_1356.0000000,NIR-Spectrum_1357.0000000,NIR-Spectrum_1358.0000000,NIR-Spectrum_1359.0000000,NIR-Spectrum_1360.0000000,NIR-Spectrum_1361.0000000,NIR-Spectrum_1362.0000000,NIR-Spectrum_1363.0000000,NIR-Spectrum_1364.0000000,NIR-Spectrum_1365.0000000,NIR-Spectrum_1366.0000000,NIR-Spectrum_1367.0000000,NIR-Spectrum_1368.0000000,NIR-Spectrum_1369.0000000,NIR-Spectrum_1370.0000000,NIR-Spectrum_1371.0000000,NIR-Spectrum_1372.0000000,NIR-Spectrum_1373.0000000,NIR-Spectrum_1374.0000000,NIR-Spectrum_1375.0000000,NIR-Spectrum_1376.0000000,NIR-Spectrum_1377.0000000,NIR-Spectrum_1378.0000000,NIR-Spectrum_1379.0000000,NIR-Spectrum_1380.0000000,NIR-Spectrum_1381.0000000,NIR-Spectrum_1382.0000000,NIR-Spectrum_1383.0000000,NIR-Spectrum_1384.0000000,NIR-Spectrum_1385.0000000,NIR-Spectrum_1386.0000000,NIR-Spectrum_1387.0000000,NIR-Spectrum_1388.0000000,NIR-Spectrum_1389.0000000,NIR-Spectrum_1390.0000000,NIR-Spectrum_1391.0000000,NIR-Spectrum_1392.0000000,NIR-Spectrum_1393.0000000,NIR-Spectrum_1394.0000000,NIR-Spectrum_1395.0000000,NIR-Spectrum_1396.0000000,NIR-Spectrum_1397.0000000,NIR-Spectrum_1398.0000000,NIR-Spectrum_1399.0000000,NIR-Spectrum_1400.0000000,NIR-Spectrum_1401.0000000,NIR-Spectrum_1402.0000000,NIR-Spectrum_1403.0000000,NIR-Spectrum_1404.0000000,NIR-Spectrum_1405.0000000,NIR-Spectrum_1406.0000000,NIR-Spectrum_1407.0000000,NIR-Spectrum_1408.0000000,NIR-Spectrum_1409.0000000,NIR-Spectrum_1410.0000000,NIR-Spectrum_1411.0000000,NIR-Spectrum_1412.0000000,NIR-Spectrum_1413.0000000,NIR-Spectrum_1414.0000000,NIR-Spectrum_1415.0000000,NIR-Spectrum_1416.0000000,NIR-Spectrum_1417.0000000,NIR-Spectrum_1418.0000000,NIR-Spectrum_1419.0000000,NIR-Spectrum_1420.0000000,NIR-Spectrum_1421.0000000,NIR-Spectrum_1422.0000000,NIR-Spectrum_1423.0000000,NIR-Spectrum_1424.0000000,NIR-Spectrum_1425.0000000,NIR-Spectrum_1426.0000000,NIR-Spectrum_1427.0000000,NIR-Spectrum_1428.0000000,NIR-Spectrum_1429.0000000,NIR-Spectrum_1430.0000000,NIR-Spectrum_1431.0000000,NIR-Spectrum_1432.0000000,NIR-Spectrum_1433.0000000,NIR-Spectrum_1434.0000000,NIR-Spectrum_1435.0000000,NIR-Spectrum_1436.0000000,NIR-Spectrum_1437.0000000,NIR-Spectrum_1438.0000000,NIR-Spectrum_1439.0000000,NIR-Spectrum_1440.0000000,NIR-Spectrum_1441.0000000,NIR-Spectrum_1442.0000000,NIR-Spectrum_1443.0000000,NIR-Spectrum_1444.0000000,NIR-Spectrum_1445.0000000,NIR-Spectrum_1446.0000000,NIR-Spectrum_1447.0000000,NIR-Spectrum_1448.0000000,NIR-Spectrum_1449.0000000,NIR-Spectrum_1450.0000000,NIR-Spectrum_1451.0000000,NIR-Spectrum_1452.0000000,NIR-Spectrum_1453.0000000,NIR-Spectrum_1454.0000000,NIR-Spectrum_1455.0000000,NIR-Spectrum_1456.0000000,NIR-Spectrum_1457.0000000,NIR-Spectrum_1458.0000000,NIR-Spectrum_1459.0000000,NIR-Spectrum_1460.0000000,NIR-Spectrum_1461.0000000,NIR-Spectrum_1462.0000000,NIR-Spectrum_1463.0000000,NIR-Spectrum_1464.0000000,NIR-Spectrum_1465.0000000,NIR-Spectrum_1466.0000000,NIR-Spectrum_1467.0000000,NIR-Spectrum_1468.0000000,NIR-Spectrum_1469.0000000,NIR-Spectrum_1470.0000000,NIR-Spectrum_1471.0000000,NIR-Spectrum_1472.0000000,NIR-Spectrum_1473.0000000,NIR-Spectrum_1474.0000000,NIR-Spectrum_1475.0000000,NIR-Spectrum_1476.0000000,NIR-Spectrum_1477.0000000,NIR-Spectrum_1478.0000000,NIR-Spectrum_1479.0000000,NIR-Spectrum_1480.0000000,NIR-Spectrum_1481.0000000,NIR-Spectrum_1482.0000000,NIR-Spectrum_1483.0000000,NIR-Spectrum_1484.0000000,NIR-Spectrum_1485.0000000,NIR-Spectrum_1486.0000000,NIR-Spectrum_1487.0000000,NIR-Spectrum_1488.0000000,NIR-Spectrum_1489.0000000,NIR-Spectrum_1490.0000000,NIR-Spectrum_1491.0000000,NIR-Spectrum_1492.0000000,NIR-Spectrum_1493.0000000,NIR-Spectrum_1494.0000000,NIR-Spectrum_1495.0000000,NIR-Spectrum_1496.0000000,NIR-Spectrum_1497.0000000,NIR-Spectrum_1498.0000000,NIR-Spectrum_1499.0000000,NIR-Spectrum_1500.0000000,NIR-Spectrum_1501.0000000,NIR-Spectrum_1502.0000000,NIR-Spectrum_1503.0000000,NIR-Spectrum_1504.0000000,NIR-Spectrum_1505.0000000,NIR-Spectrum_1506.0000000,NIR-Spectrum_1507.0000000,NIR-Spectrum_1508.0000000,NIR-Spectrum_1509.0000000,NIR-Spectrum_1510.0000000,NIR-Spectrum_1511.0000000,NIR-Spectrum_1512.0000000,NIR-Spectrum_1513.0000000,NIR-Spectrum_1514.0000000,NIR-Spectrum_1515.0000000,NIR-Spectrum_1516.0000000,NIR-Spectrum_1517.0000000,NIR-Spectrum_1518.0000000,NIR-Spectrum_1519.0000000,NIR-Spectrum_1520.0000000,NIR-Spectrum_1521.0000000,NIR-Spectrum_1522.0000000,NIR-Spectrum_1523.0000000,NIR-Spectrum_1524.0000000,NIR-Spectrum_1525.0000000,NIR-Spectrum_1526.0000000,NIR-Spectrum_1527.0000000,NIR-Spectrum_1528.0000000,NIR-Spectrum_1529.0000000,NIR-Spectrum_1530.0000000,NIR-Spectrum_1531.0000000,NIR-Spectrum_1532.0000000,NIR-Spectrum_1533.0000000,NIR-Spectrum_1534.0000000,NIR-Spectrum_1535.0000000,NIR-Spectrum_1536.0000000,NIR-Spectrum_1537.0000000,NIR-Spectrum_1538.0000000,NIR-Spectrum_1539.0000000,NIR-Spectrum_1540.0000000,NIR-Spectrum_1541.0000000,NIR-Spectrum_1542.0000000,NIR-Spectrum_1543.0000000,NIR-Spectrum_1544.0000000,NIR-Spectrum_1545.0000000,NIR-Spectrum_1546.0000000,NIR-Spectrum_1547.0000000,NIR-Spectrum_1548.0000000,NIR-Spectrum_1549.0000000,NIR-Spectrum_1550.0000000,NIR-Spectrum_1551.0000000,NIR-Spectrum_1552.0000000,NIR-Spectrum_1553.0000000,NIR-Spectrum_1554.0000000,NIR-Spectrum_1555.0000000,NIR-Spectrum_1556.0000000,NIR-Spectrum_1557.0000000,NIR-Spectrum_1558.0000000,NIR-Spectrum_1559.0000000,NIR-Spectrum_1560.0000000,NIR-Spectrum_1561.0000000,NIR-Spectrum_1562.0000000,NIR-Spectrum_1563.0000000,NIR-Spectrum_1564.0000000,NIR-Spectrum_1565.0000000,NIR-Spectrum_1566.0000000,NIR-Spectrum_1567.0000000,NIR-Spectrum_1568.0000000,NIR-Spectrum_1569.0000000,NIR-Spectrum_1570.0000000,NIR-Spectrum_1571.0000000,NIR-Spectrum_1572.0000000,NIR-Spectrum_1573.0000000,NIR-Spectrum_1574.0000000,NIR-Spectrum_1575.0000000,NIR-Spectrum_1576.0000000,NIR-Spectrum_1577.0000000,NIR-Spectrum_1578.0000000,NIR-Spectrum_1579.0000000,NIR-Spectrum_1580.0000000,NIR-Spectrum_1581.0000000,NIR-Spectrum_1582.0000000,NIR-Spectrum_1583.0000000,NIR-Spectrum_1584.0000000,NIR-Spectrum_1585.0000000,NIR-Spectrum_1586.0000000,NIR-Spectrum_1587.0000000,NIR-Spectrum_1588.0000000,NIR-Spectrum_1589.0000000,NIR-Spectrum_1590.0000000,NIR-Spectrum_1591.0000000,NIR-Spectrum_1592.0000000,NIR-Spectrum_1593.0000000,NIR-Spectrum_1594.0000000,NIR-Spectrum_1595.0000000,NIR-Spectrum_1596.0000000,NIR-Spectrum_1597.0000000,NIR-Spectrum_1598.0000000,NIR-Spectrum_1599.0000000,NIR-Spectrum_1600.0000000,NIR-Spectrum_1601.0000000,NIR-Spectrum_1602.0000000,NIR-Spectrum_1603.0000000,NIR-Spectrum_1604.0000000,NIR-Spectrum_1605.0000000,NIR-Spectrum_1606.0000000,NIR-Spectrum_1607.0000000,NIR-Spectrum_1608.0000000,NIR-Spectrum_1609.0000000,NIR-Spectrum_1610.0000000,NIR-Spectrum_1611.0000000,NIR-Spectrum_1612.0000000,NIR-Spectrum_1613.0000000,NIR-Spectrum_1614.0000000,NIR-Spectrum_1615.0000000,NIR-Spectrum_1616.0000000,NIR-Spectrum_1617.0000000,NIR-Spectrum_1618.0000000,NIR-Spectrum_1619.0000000,NIR-Spectrum_1620.0000000,NIR-Spectrum_1621.0000000,NIR-Spectrum_1622.0000000,NIR-Spectrum_1623.0000000,NIR-Spectrum_1624.0000000,NIR-Spectrum_1625.0000000,NIR-Spectrum_1626.0000000,NIR-Spectrum_1627.0000000,NIR-Spectrum_1628.0000000,NIR-Spectrum_1629.0000000,NIR-Spectrum_1630.0000000,NIR-Spectrum_1631.0000000,NIR-Spectrum_1632.0000000,NIR-Spectrum_1633.0000000,NIR-Spectrum_1634.0000000,NIR-Spectrum_1635.0000000,NIR-Spectrum_1636.0000000,NIR-Spectrum_1637.0000000,NIR-Spectrum_1638.0000000,NIR-Spectrum_1639.0000000,NIR-Spectrum_1640.0000000,NIR-Spectrum_1641.0000000,NIR-Spectrum_1642.0000000,NIR-Spectrum_1643.0000000,NIR-Spectrum_1644.0000000,NIR-Spectrum_1645.0000000,NIR-Spectrum_1646.0000000,NIR-Spectrum_1647.0000000,NIR-Spectrum_1648.0000000,NIR-Spectrum_1649.0000000,NIR-Spectrum_1650.0000000,P_offgas_CO2,P_offgas_O2,P_pH,P_pO2,P_Temp,P_w_Acid,P_w_Base,P_w_Feed,RQ,RQ_HS 
0,09.09.2015 08:19:59,56,-0.757355713844299,33.1253,23.9888,15.8561,11.032,7.59968,5.26237,3.56347,2.57178,1.50185,0.732347,-0.437582,-0.46576,-0.64671,-1.06832,-1.32746,-1.36242,-0.932736,40.0319206237793,-0.771434009075165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80483436584473,20.5693321228027,4.95428228378296,85.15625,32.6388893127441,587.589965820313,676.719970703125,3.07999992370605,1.76936582263719, 
1,09.09.2015 08:20:59,56,-0.495311692357063,32.8943,23.8333,16.1372,11.2846,7.84953,5.49517,3.75711,2.85088,1.71165,0.979085,-0.178266,-0.33007,-0.512892,-1.03876,-1.21717,-1.26921,-0.84413,39.674280166626,-0.503127992153168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73482882976532,20.5977478027344,4.92997694015503,85.7928237915039,32.4652786254883,588.140014648438,676.719970703125,3.3199999332428,1.79754615019918, 
2,09.09.2015 08:21:59,56,-0.376302289962769,32.5968,23.5259,16.5545,11.5912,8.03578,5.64769,3.93293,3.05791,1.95602,1.13215,-0.0260446,-0.158327,-0.430094,-0.961653,-1.18964,-1.27835,-0.813461,39.3437702178955,-0.360009998083115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71708762645721,20.603702545166,4.90972232818604,86.8634262084961,32.4652786254883,587.619995117188,676.719970703125,3.44000005722046,1.80215104250363, 
3,09.09.2015 08:22:59,56,-0.176843335231145,32.4072,23.2387,16.6065,11.6847,8.24216,5.88096,4.10054,3.25864,2.15205,1.31641,0.13152,-0.0156121,-0.326701,-0.895034,-1.13082,-1.22981,-0.815784,39.1275672912598,-0.182631999254227,52415.62,52383.53,52335.07,52288.32,52279.32,52196.86,52199.39,52155.87,52031.29,51991.1,51966.59,51864.93,51945.25,51745.67,51651.5,51582.6,51529.47,51421.84,51348.1,51250.9,51108.79,50990.96,50879.96,50781.9,50664.04,52468.8,50427.92,50288.84,50187.18,50053.53,50011.13,49871.02,50698.92,49818.84,49717.48,49650.29,49596.59,49577.73,49661.15,49527.57,49516.5,49478.55,49480.97,49453.52,49432.57,49447.05,49408.06,49421.77,49436.32,49385.78,49517.49,49390.18,49361.55,49322.93,49408.02,49302.34,49320.55,49283.52,49234.19,49217.5,49189.5,49156.08,49132.66,49067.62,49047.48,49557.63,48962.8,48948.89,48882.35,48839.01,48800.25,48767.68,48712.6,48728.41,48609.62,48571.2,48538.7,48479.75,48436.85,48391.27,48344.3,48298.2,48265.73,48260.6,48218.13,48173.86,48119.98,48088.18,48052.9,48054.83,47995.95,48000.54,47948.84,47889.42,47893.76,47859.21,47845,47823.02,47820.12,47803.47,47793.3,47789.3,47768.05,47763.07,47766.66,47755.77,47734.29,47732.17,47729.37,47739.25,47758.8,47716.35,47748.15,47715.04,47701.95,47752.07,47721.81,47713.66,47727.29,47750.12,47739.4,47720.7,47704.92,47754.04,47726.21,47722.93,47741.26,47744.1,47727.13,47722.17,47755.17,47747.68,47729.88,47730.59,47731.75,47711.4,47736.55,47786.8,47745.04,47722.97,47692.05,47711.2,47705.16,47759.45,47707.31,47709.63,47708.15,47675.76,47730.71,47720.55,47765.8,47727.4,47740.47,47807.02,47731.6,47727.84,47779.02,47921.68,47783.43,47804.65,47790.51,47877.75,47824.71,47947.96,48520.05,47865.29,47893.05,47899.48,47907.64,47972.05,47994.08,48052.03,48030.62,48028.27,48059.12,48114,48150.6,48164.11,48192.25,48237.98,48254.61,48293.4,48308.07,48370.07,48383.88,48438.83,48477.79,48525.77,48524.28,48570.27,48629.35,48686.59,48680.49,48725.5,48768.96,48808.88,48837.3,48875.15,48909.85,48960.07,48983.46,49486.21,49118.69,50677.08,49147.95,49178.16,49459.6,49293.2,49348.09,49356.25,49410.73,49460.82,49521.06,49603.38,49636.5,49662.31,49736.1,49808.63,49835.53,49884.25,49919.45,50306.1,50058.27,50135.5,50183.07,50250.41,50314.91,50391.63,50460.23,50729.91,50604.9,50693.3,50760.15,50822.93,50924.07,51012.63,51114.51,51175.99,51304.22,51348.6,51443.45,51530.59,51608.4,51717.73,51828.63,51905.52,51997.17,52088.03,52212.43,52276.09,52396.43,52496.1,52583.64,52674.34,52775.93,52895.66,52963.43,53063.75,53163.7,53249.62,53379.45,53467.3,53566.61,53694.98,53766.75,53864.79,53946.67,54153.23,54122.48,54224.99,54353.95,54408.83,54486.77,54593.9,54678.11,54759.54,54867.49,54945.75,55029.08,55116.51,55209.54,55280.38,55383.98,55447.74,55760.75,55624.31,55686.65,55820.31,55868.99,55952.84,56045.11,56389.75,56183.7,56432.52,56379.9,56462.25,56535.95,56637.95,56720.12,56834.96,65535,1.60368764400482,20.6361427307129,4.88541650772095,93.0844879150391,32.1180534362793,588.02001953125,676.739990234375,3.39000010490417,1.81951165741843, 
4,09.09.2015 08:23:59,56,-0.11109833419323,32.5882,23.5748,16.7087,11.8232,8.38461,6.13178,4.24172,3.73355,2.34118,1.5023,0.283179,0.121162,-0.255044,-0.684698,-0.973095,-1.175,-0.747676,38.9152997334798,-0.116161003708839,53014.98,53022.5,53065.43,52871.82,52827.39,52783.45,52747.22,52672.57,52638.98,53168.53,52523.13,52440.1,52431.84,52346.65,52413.3,52133.04,52055.21,51978.46,51869.73,51767.9,51652.2,51528.35,51461.57,51298.13,51169.12,51063.65,51199.05,50854.77,50729.77,50613.01,50494.58,50430.88,50358.78,50252.8,50190.27,50151.22,50566.7,50070.27,50052.43,49983.8,49971.48,49994.79,49974.87,49948.4,49941.3,49916.77,49969.38,49915.12,49891.87,49911.71,49880.82,49859.36,49822.71,49839.74,49817.66,49811.75,49784.05,49773.84,49741.81,51333.75,49723.03,49649.63,49649.36,49577.04,49543.68,49510.78,49485.32,49416.83,49415.5,49372.6,49328.17,49282.21,49218.35,49190.4,49144.34,49102.5,50172.21,49002.28,48966.18,48916.88,48876.85,48826.47,48801.6,48748.11,48707.81,48659.13,48646.48,48598.88,48566.55,49605.9,48562.31,48482.45,48449.4,48433.84,48418.29,48407.02,48363.6,48371.77,48347.25,48332.3,48337.43,48290.21,48284.99,48280.02,48278.91,48265.28,48257.7,48246.91,48237.27,48257.98,48234.73,48235.85,48230.93,48226.57,48239.97,48246.38,48221.97,48251.57,48240.45,48242.84,48246.04,48267.68,48251.16,48234.02,48258.14,48253.46,48341.97,48249.18,48312.76,48262.01,48266.68,48265.32,48260.47,48270.5,48267.35,48254.91,48252.82,48275.75,48238.23,48233.15,48262.45,48249.84,48240.94,48245.7,48240.62,48282.76,48253.77,48239.68,48282.01,48256.87,48249.08,48266.75,48254.32,48278.75,48291.7,48293.04,48311.91,48368.68,48338.88,48345.31,48365.56,48367.58,48673.71,48581.45,48420.12,48962.46,48431.62,48480.68,48471.21,48505.88,48535.02,48554.92,48568.68,48582.77,48641.71,48721.73,48709.87,48703.51,48752.12,49010.84,49187.87,48852.37,48893.62,48974.68,48965.37,49009.59,49035.13,49065.87,49111.92,49153.45,49173.2,49200.45,49317.07,49277.93,49476.22,49348.57,49395.4,49437.41,49473.92,49525.75,49566.65,50312.41,49669.54,49821.32,49998.72,49798.43,49805.85,49881.9,49922.96,50064.15,50036.97,50044.72,50088.02,50166.89,50186.9,50289.03,50307.12,50344.28,50417.52,50489.73,50513.48,50590.73,50650.27,50717.32,50765.57,50848.27,50897.2,50985.98,51077.3,51135.48,51181.55,51306.4,51380.53,51496.15,51519.4,51629.6,51724.9,51791.98,51873.88,51962.55,52050.34,52154.65,52244.41,52335.15,52448.77,52527.64,52613.27,52719.73,52809.36,52923.71,52993.15,53133.89,53223.34,53305.1,53397.63,53569.51,53645.3,53758.27,53830.28,53926.9,54024.8,54105.56,54231.51,54333.63,54429.4,54525.92,54599.57,54743.16,54829.88,54933.75,55013.6,55193.99,55208.34,55342.3,55378.01,55499.69,55551.64,55671,55723.87,55840.14,55937.92,56932.01,56098.19,56165.8,56297.28,56888.03,56937.88,56563.36,56660.23,56710.57,56804.8,56900.25,56971.73,57115.45,57156.43,57194.77,57301.4,57421.48,57475.66,57577.22,65535,1.60368764400482,20.6361427307129,4.88541650772095,93.0844879150391,32.1180534362793,588.02001953125,676.739990234375,3.39000010490417,1.81951165741843, 
5,09.09.2015 08:24:59,56,0.0220287803560495,32.0923,23.163,16.7877,11.936,8.49664,6.33257,4.42021,3.70667,2.45563,1.64759,0.526879,0.263746,-0.190295,-0.690267,-0.916366,-1.17873,-0.681471,38.7237403869629,0.0288859996944666,53863.49,53788.84,53758.47,53709.8,53659.03,53626.09,53751.52,53509.12,53461.43,53428.2,53363.06,53237.72,53176.73,53168.72,53043.21,52946.43,52984.33,52768.69,52723.73,52577.48,52491.4,52362.23,52226.65,52154.15,51991.4,51896.85,51835.21,51613.86,51621.39,51392.9,51307.82,51210.27,51136.71,51047.01,50979.3,50931.82,50873.79,50844.6,50813.69,51344.66,50784.48,50758.09,50755.61,50720.5,51146.4,50756.15,50683.68,50719.35,50674.38,50677.07,50646,50654.87,50640,50613.67,50606.55,50558.27,50529.46,50500.54,50489.57,50472.78,50433.55,50397.65,50366.48,50330.13,50287.14,50252.18,50207.79,50167.41,50117.05,50080.9,50041.62,49994.22,49972.87,49914.65,49864.33,49911.59,49831.2,49724.3,49686.24,49625.12,49571.58,49545.5,49523.09,49808.57,49464.9,49462,49342.39,49329.81,49283.09,49278.32,49233.87,49205.66,49278.49,49167.95,49125,49192.6,49128.9,49102,49068.2,49063.03,49014,49023.72,49003.38,49056.65,48987.33,48983.93,49003.16,48988.43,48994.48,48971.52,48973.36,48972.62,48973.65,48964.02,48956.54,48980.18,48977.8,48959.11,48961.15,48977.83,48975.53,48974.36,48987.55,49032.28,48973.88,48981.32,48986.05,48996.35,48989.32,49002.82,48976.53,49023.21,48986.2,48969.45,48990.22,48985.85,49027.54,48977.5,49111.48,50283.56,48966.21,48963.37,48959.13,48969.2,48961.93,48934.43,48968.27,48950.88,48945.95,48960.68,48950.3,48979.13,48997.12,49319.62,48990.51,49003,49014.84,49020.59,49025.85,49058.34,49080.71,50706,49082.6,49105.62,49120.27,49125.1,49165.68,49167.12,49243.29,49199.7,49241.95,49252.5,49296.59,49294.44,49337.15,49366.6,49410.27,49440.2,49462.52,49490.53,49528.38,49574.93,49607.38,49628.3,49660.5,49701.91,49745.27,49765.43,49808.77,49841.07,49879.53,49933.85,49965.44,49997.96,50115.83,50085.6,50134.79,50202.73,50309.71,50754.8,50288.15,50366.73,50356.04,50407.96,50439.65,50468.04,50549.52,50586.11,50618.33,50688.27,50728.3,50802.87,50820.8,50875.63,50932.53,50987.62,51052.32,51106.46,51290.32,51203.25,51272.49,51346.12,51395.6,51464.6,51504.16,51626.83,51651.15,51722.61,51810.72,51891.9,51952.47,52032.44,52105.34,52205.63,52362.85,52383.38,52492.57,52610.7,52679.6,52768.8,52826.75,52930.64,53054.1,53179.75,53220.55,53287.14,53390.93,53515.32,53608.24,53692.53,53842.15,53908.42,54011.86,54127.9,54201.62,54328.65,54419.42,54534.39,54631.69,54759.32,54975.34,54902.51,55012.25,55135.2,55241.68,55351.72,55608.03,55577.1,55612.14,55723.61,55803.44,55920.57,56045.46,56095.55,56306.97,56276.27,56392.99,56498.78,56582.2,56659.72,56902.89,56842.8,56941.23,57028.42,57150.61,57203.34,57293.62,57374.54,57451.13,57544.19,57619.65,57703.03,57851.55,57910.55,57987.64,58054.35,58165.05,58280.84,58540.56,58446.74,65535,1.54509282112122,20.6542816162109,4.8671875,98.9293975830078,32.03125,588.079956054688,676.739990234375,3.76999998092651,1.83354637759169, 
6,09.09.2015 08:25:59,56,0.0879499286413193,32.2812,23.5376,16.9183,11.9376,8.64016,6.49251,4.50018,3.79386,2.57501,1.79722,0.64567,0.362263,-0.0953012,-0.486187,-0.851377,-1.12953,-0.646673,38.6722801208496,0.093035101890564,54807.16,54819.95,54760.88,54701.48,54690.68,54590.49,55292.57,54511.32,54499.41,54375.42,54318.92,54234.85,54267.99,54118.98,54130.88,54108.96,54030.91,53840.57,53682.7,53566.61,53445.3,53369.43,53242.59,53103.02,52952.65,52845.95,52754.43,52582.87,52469.1,52343.3,52283.32,52155.73,52102.13,51985.13,51933.5,51868.76,51832.91,51789.8,51792.11,51754.95,51712.54,51700.84,51696.46,51678.32,51660.27,51660.29,51635.66,51636.46,51641.84,51629.43,51605.32,51614.52,51596.72,51578.13,51617.73,51621.61,51516.73,51496.4,51464.48,51464.79,51414.72,51371.4,51352.19,51301.95,51280.87,51242.66,51205.8,51170.27,51119.73,51112.42,51062.31,50977.53,50942.19,50879.82,50872.1,50807.93,50760.43,50715.99,50666.43,50641.55,50567.68,50786.22,50470.38,50447.52,50409.43,50344.8,50339.6,50311.23,50266.26,50229,50197.59,50149.91,50135.8,50117.23,50093.15,50106.88,50065.77,50034.95,50018.38,50097.5,50004.79,49966.18,49976.75,49970.03,49943.93,49947.37,49951.35,49932.55,50084.77,49920.91,49940.52,49903.87,49943.07,49928.23,49910.3,49928.21,49912.97,49933.39,49921.84,49936.15,49916.48,49922.19,49952.91,49926.59,49919.77,49937.95,49920.87,49935.65,49945.69,49915.58,49962.4,49921.29,49895.75,49930.48,49909.83,49911.05,51342.28,49908.04,49892.77,49946.27,49901.02,49908.73,49900.93,49901.68,49906.54,50018.38,49907.83,49894.41,49913.83,49911.02,49929.18,49939.57,49919.37,49982.22,49972.35,49956.21,49963.8,49970.41,50003.46,50004.73,50009.55,50031.62,50039.91,50059.85,50085.22,50100.35,50144.76,50142.35,50187.32,50297.34,50221.91,50532.02,50253.63,50311.63,50312.98,50362.94,50616.96,50402.4,50468.2,50478.5,50506.79,50532.63,50581.43,50630.6,50657.35,50706.16,50749.79,50773.1,50796.92,50836.79,50866.01,50916.8,50949.77,51000.84,51018.57,51086.63,51124.22,51165.44,51242.85,51247.13,51311.23,51354.74,51391.55,51419.02,51463.75,51611.41,52993,51601.1,51625.15,51706.1,51751.42,52732.92,51885.8,51890.59,51945.2,52008.09,52071.98,52274.86,52181.77,52241.48,52326.98,52408.12,52461,52542.79,52545.74,52653.27,52874.45,52781.95,52839.49,54247.16,53010.11,54365.06,53207.47,53255.53,53343.78,53435.58,53508.67,53603.55,53692.67,53802.57,53901.88,54369.45,54076.11,54208.78,54364.51,54402,54502.88,54593.46,54685.87,54803.18,54881.06,55003.7,55190.57,55209.8,55346.27,55392.48,55503.82,57602.02,55737.12,55821.69,55911.51,56051.12,56253.59,56248.42,56338.86,56445.35,56560,56671.16,56788.18,56855.54,56958.89,57050.56,57431.33,57310.43,57378.69,57422.28,57561.94,57634.44,57705.82,57855.14,57899.79,58570.33,58062.78,58180.08,58670.45,58421.17,58459.21,58552.03,59019.78,58845.47,59336.96,58911.52,58941.69,59488.68,59138.03,59214.41,59301.89,59380.7,59478.38,59587.08,65535,1.48309516906738,20.6682968139648,4.85503482818604,102.777778625488,31.958911895752,588.149963378906,676.719970703125,4.05999994277954,1.83448596843274, 
